Date,open,high,low,close,adj_close,volume
2000-01-03,37.095798,39.313702,37.095798,39.313702,16.347446,28531559
2000-01-04,40.360199,42.460999,39.251301,42.460999,17.656155,60744659
2000-01-05,40.086899,44.967899,40.086899,44.124500,18.347876,171798476
2000-01-06,45.139702,46.967201,45.139702,45.975300,19.117474,100403390
2000-01-07,46.076900,49.653702,45.764500,49.130402,20.429432,127220830
2000-01-10,49.575600,49.778599,47.685699,48.185501,20.036522,85900614
2000-01-11,48.099602,48.568100,44.335300,45.061600,18.737541,80313065
2000-01-12,45.139702,47.638802,44.069801,47.123402,19.594879,77529229
2000-01-13,47.794998,49.419399,47.498199,48.708698,20.254082,109326695
2000-01-14,48.341702,50.239399,48.341702,49.403801,20.543119,86179340
2000-01-17,49.708401,50.434700,47.959000,48.224499,20.052740,68691901
2000-01-18,48.263599,49.817699,47.724701,49.075802,20.406727,64556890
2000-01-19,50.426800,50.747002,49.388199,49.919201,20.757435,73507821
2000-01-20,49.981701,50.747002,48.505699,48.864899,20.319029,98779915
2000-01-21,48.841499,51.293701,48.732201,50.973499,21.195829,109717430
2000-01-24,50.840801,51.832600,50.294102,50.942299,21.182859,84275981
2000-01-25,50.770500,50.809502,49.708401,49.973900,20.780174,62441735
2000-01-26,null,null,null,null,null,null
2000-01-27,51.387402,52.605701,50.403400,52.316799,21.754400,96128353
2000-01-28,52.465199,53.402302,51.793499,52.847801,21.975203,75126718
2000-01-31,52.238701,52.480801,51.004799,51.254700,21.312763,65248407
2000-02-01,51.668598,52.707298,51.231201,52.176201,21.695938,68555045
2000-02-02,53.558498,54.183300,52.879101,53.129002,22.092129,63708752
2000-02-03,53.417900,53.652199,52.543301,53.363300,22.189558,43353645
2000-02-04,53.730301,54.253601,53.371101,53.753700,22.351898,45500883
2000-02-07,53.277401,54.581600,52.800999,53.667801,22.316177,52458508
2000-02-08,53.964600,54.183300,53.269600,53.480400,22.238253,41171304
2000-02-09,54.511299,55.393799,53.855301,54.730000,22.757858,73222462
2000-02-10,54.480000,56.822899,53.870899,55.565601,23.105320,69097803
2000-02-11,56.854198,58.416100,56.237202,56.744801,23.595655,52215130
2000-02-14,56.073200,56.369999,54.667500,54.995499,22.868263,32827372
2000-02-15,54.979900,55.354698,53.425800,53.785000,22.364910,52014800
2000-02-16,54.667500,55.261002,53.589699,54.378502,22.611694,50427371
2000-02-17,54.308201,55.729599,54.277000,55.378201,23.027393,49111228
2000-02-18,55.745201,55.909199,54.355099,54.581600,22.696148,32208061
2000-02-21,54.417599,54.979900,53.363300,53.987999,22.449318,18851087
2000-02-22,54.042702,54.198898,51.934101,52.223099,21.715437,46047207
2000-02-23,53.839699,53.839699,51.121899,51.512402,21.419912,30934366
2000-02-24,51.996601,53.214901,51.434299,52.597900,21.871288,36262063
2000-02-25,53.324200,53.558498,50.934502,51.325001,21.341991,25046591
2000-02-28,50.739201,52.675999,48.419800,52.027802,21.634230,32178207
2000-02-29,52.777500,53.550701,47.865299,48.552502,20.189127,63832055
2000-03-01,49.200699,51.520199,46.701599,49.481899,20.575590,68926918
2000-03-02,49.802101,50.294102,45.530201,45.569199,18.948608,80261353
2000-03-03,44.686798,44.686798,41.930000,41.930000,17.435356,29686235
2000-03-06,41.930000,44.335300,38.579601,39.665199,16.493603,66781013
2000-03-07,40.141499,40.453899,37.486301,37.845501,15.736937,61209290
2000-03-08,38.563999,39.126301,35.924301,36.385101,15.129673,46457815
2000-03-09,36.845901,37.861099,35.010601,36.127399,15.022515,35506068
2000-03-10,36.549099,36.674099,33.519001,33.870399,14.084007,42237345
2000-03-13,34.346802,35.846199,31.285400,31.738400,13.197478,68923800
2000-03-14,32.097599,34.284302,30.793400,34.237499,14.236658,64704124
2000-03-15,34.987202,36.978600,33.737598,36.978600,15.376463,36565208
2000-03-16,37.408199,38.704601,35.939999,36.681900,15.253086,67636251
2000-03-17,null,null,null,null,null,null
2000-03-20,null,null,null,null,null,null
2000-03-21,37.298801,37.923599,35.549500,37.158298,15.451187,43779459
2000-03-22,38.267200,38.813900,37.673698,38.017300,15.808375,31573883
2000-03-23,38.306301,38.392200,37.259800,37.634701,15.649279,27441291
2000-03-24,37.361301,37.946999,37.119202,37.580002,15.626539,16888423
2000-03-27,37.954800,40.586700,37.954800,40.586700,16.876785,26516370
2000-03-28,41.094299,43.835499,41.094299,43.835499,18.227697,44987741
2000-03-29,44.483700,45.280300,42.015900,42.375099,17.620440,65802222
2000-03-30,42.015900,45.764500,40.344601,45.764500,19.029819,109917516
2000-03-31,46.389301,49.427200,43.749599,49.427200,20.552845,126152964
2000-04-03,51.176601,52.121498,49.684898,51.325001,21.341991,136709379
2000-04-04,50.918800,50.918800,47.224899,47.224899,19.637085,86626839
2000-04-05,47.388901,48.732201,43.460701,47.209301,19.630598,161251837
2000-04-06,47.326401,50.989101,47.256100,50.942299,23.143810,103968100
2000-04-07,51.512402,55.018902,51.512402,55.018902,24.995871,74818714
2000-04-10,57.775700,59.353298,56.151299,56.940102,25.868698,141560429
2000-04-11,55.917000,56.073200,54.120800,55.253201,25.102310,62483996
2000-04-12,55.760799,56.229401,52.230900,52.785400,23.981153,110529228
2000-04-13,51.715401,51.715401,48.568100,48.568100,22.065172,1441891
2000-04-14,null,null,null,null,null,null
2000-04-17,44.686798,46.982800,44.686798,46.607899,21.174627,102000019
2000-04-18,46.404900,48.248001,45.920700,46.865700,21.291752,56185550
2000-04-19,48.060501,50.614300,47.341999,49.177299,22.341938,104318032
2000-04-20,48.888302,53.113400,48.302601,52.754101,23.966940,124128588
2000-04-21,null,null,null,null,null,null
2000-04-24,54.042702,56.323101,50.450298,52.629200,23.910191,112798148
2000-04-25,50.340900,53.027500,48.677502,51.863800,23.562456,101218114
2000-04-26,53.105499,56.018600,53.105499,55.909199,25.400343,108829892
2000-04-27,56.354401,57.166599,52.840000,53.987999,24.527512,189173848
2000-04-28,54.277000,54.964199,53.152401,53.894299,24.484945,85960233
2000-05-01,null,null,null,null,null,null
2000-05-02,54.355099,55.393799,50.801701,51.410900,23.356703,105156355
2000-05-03,51.075001,52.145000,48.294800,51.231201,23.275059,88097873
2000-05-04,51.699799,53.566299,51.699799,52.668201,23.927914,72521150
2000-05-05,52.871300,53.347599,51.246899,52.379200,23.796610,71351697
2000-05-08,51.699799,52.637001,50.340900,50.606499,22.991249,37718360
2000-05-09,50.216000,51.832600,49.731800,51.285900,23.299913,39288893
2000-05-10,51.543598,52.308998,50.497101,50.801701,23.079931,42592323
2000-05-11,50.614300,50.614300,49.044498,49.474098,22.476782,41160445
2000-05-12,49.919201,50.372200,48.935200,49.341301,22.416452,26475908
2000-05-15,48.740002,50.715801,47.873100,49.903599,22.671909,37116648
2000-05-16,49.981701,50.278500,49.200699,49.575600,22.522898,20061566
2000-05-17,50.122299,51.293701,49.396000,49.802101,22.625797,49954718
2000-05-18,49.669300,49.942600,47.966801,48.435398,22.004885,34462249
2000-05-19,48.107399,49.833302,47.990200,49.294399,22.395144,51008320
