Date,open,high,low,close,adj_close,volume
2002-09-12,31.731899,32.373299,31.686100,32.006802,25.235353,14829602
2002-09-13,31.762501,31.930500,31.166901,31.304399,24.681549,4895339
2002-09-16,31.457100,31.701401,30.876801,31.075300,24.500925,3764778
2002-09-17,31.151699,31.380699,30.174400,30.372900,23.947124,14348292
2002-09-18,30.220200,30.968399,29.624599,29.762100,23.465551,16627080
2002-09-19,29.868900,30.189600,27.456200,28.250299,22.273588,18495312
2002-09-20,26.875900,28.250299,26.127701,26.463600,20.864889,23661560
2002-09-23,26.769100,27.410400,25.959700,26.265100,20.708382,22430265
2002-09-24,25.959700,26.631599,25.730700,26.158199,20.624100,17147465
2002-09-25,25.501600,27.532600,25.501600,27.227200,21.466936,25437497
2002-09-26,27.608900,28.051800,27.242399,27.441000,21.635509,15573723
2002-09-27,27.593700,28.158701,27.486799,27.914301,22.008671,12419911
2002-09-30,27.547800,27.792200,26.906500,27.181400,21.430828,8469555
2002-10-01,26.875900,27.318800,26.265100,26.692699,21.045517,7526605
2002-10-02,null,null,null,null,null,null
2002-10-03,27.150801,27.150801,25.562700,25.883400,20.407438,14514136
2002-10-04,25.745899,25.745899,24.432699,25.410000,20.034191,29335601
2002-10-07,25.501600,25.806999,24.936600,25.150400,19.829512,11851921
2002-10-08,25.226700,28.387699,24.967100,27.517300,21.695662,53521626
2002-10-09,27.670000,27.914301,25.730700,25.929199,20.443548,27132836
2002-10-10,25.684900,26.158199,24.661699,24.967100,19.684990,22688287
2002-10-11,25.501600,26.417801,25.211500,25.440500,20.058239,22773392
2002-10-14,25.929199,26.066601,24.829700,25.043501,19.745228,16996136
2002-10-15,null,null,null,null,null,null
2002-10-16,25.547400,26.692699,25.547400,26.081900,20.563940,40268470
2002-10-17,25.959700,26.937000,25.959700,26.662201,21.021473,26932534
2002-10-18,27.211901,27.792200,26.417801,26.631599,20.997341,29264859
2002-10-21,26.692699,26.998100,26.265100,26.555300,21.378704,13198360
2002-10-22,26.937000,26.937000,26.158199,26.249901,21.132835,9788242
2002-10-23,26.387300,26.906500,25.959700,26.601101,21.415577,11337845
2002-10-24,26.723200,27.120300,26.570499,26.708000,21.501637,10191404
2002-10-25,26.555300,26.692699,25.287800,25.959700,20.899210,12279034
2002-10-28,25.654301,26.265100,24.432699,24.677000,19.866554,13641370
2002-10-29,24.463200,25.776501,24.448000,25.547400,20.567278,10360335
2002-10-30,23.821899,25.104601,23.547001,24.509001,19.731302,28088307
2002-10-31,24.844999,25.242001,24.539600,24.997700,20.124733,12226344
2002-11-01,25.593201,26.845400,25.303101,26.158199,21.059015,23135468
2002-11-04,26.387300,26.692699,26.173500,26.326200,21.194265,5537387
2002-11-05,26.417801,26.417801,25.593201,25.700100,20.690216,6104470
2002-11-06,null,null,null,null,null,null
2002-11-07,25.639000,27.257700,25.639000,27.089701,21.808931,22315406
2002-11-08,27.028700,27.410400,26.387300,26.662201,21.464766,13299893
2002-11-11,26.616400,27.929600,26.570499,27.181400,21.882755,17231035
2002-11-12,27.028700,27.257700,26.723200,27.059200,21.784376,8692745
2002-11-13,27.227200,27.456200,26.875900,27.028700,21.759817,8951670
2002-11-14,27.105000,27.944901,27.089701,27.807400,22.386726,15964911
2002-11-15,28.204500,29.212299,28.204500,29.013800,23.357954,18274431
2002-11-18,29.013800,29.395599,28.647301,28.922199,23.284206,9821630
2002-11-19,null,null,null,null,null,null
2002-11-20,28.632000,29.716200,28.632000,29.441401,23.702200,15701591
2002-11-21,29.914801,30.663000,29.288700,29.777300,23.972622,27757914
2002-11-22,30.082701,30.540800,28.952700,29.242901,23.542393,20337160
2002-11-25,29.212299,29.655199,28.754200,28.830601,23.210464,11492386
2002-11-26,29.136000,29.548300,28.784700,28.937500,23.296522,14931010
2002-11-27,28.937500,29.319201,28.341900,28.540400,22.976833,11826620
2002-11-28,29.197100,30.052200,29.181801,29.349800,23.628454,25142806
2002-11-29,29.639900,30.067499,29.258101,29.868900,24.046362,22181290
2002-12-02,29.991100,30.601900,29.868900,30.204901,24.316864,28241410
2002-12-03,29.624599,31.151699,29.166500,29.655199,23.874317,39626422
2002-12-04,29.319201,29.471901,27.654699,27.776899,22.362165,20088844
2002-12-05,27.944901,29.609400,27.944901,29.365000,23.640688,28518865
2002-12-06,29.685699,32.022099,29.533001,31.594500,25.435579,69413634
2002-12-09,32.281700,32.907799,31.457100,31.976299,25.742952,35045586
2002-12-10,31.457100,32.281700,30.922600,31.319599,25.214264,41179670
2002-12-11,32.251099,33.289501,31.197500,31.502899,25.361837,34099316
2002-12-12,31.609800,32.006802,30.968399,31.518200,25.374155,18568771
2002-12-13,31.731899,32.220600,31.563999,31.701401,25.521641,15560184
2002-12-16,32.113701,32.342800,30.708799,30.861500,24.845469,14925008
2002-12-17,31.228001,31.396000,30.311800,31.029499,24.980717,22973194
2002-12-18,31.151699,31.258600,30.510300,30.632500,24.661112,13325714
2002-12-19,30.693600,30.815701,30.082701,30.174400,24.292309,12605931
2002-12-20,30.266001,30.601900,29.945299,30.311800,24.402925,19097420
2002-12-23,30.388100,30.418699,29.609400,29.685699,23.898876,7463892
2002-12-24,29.868900,30.128500,29.487200,30.036900,24.181614,10537242
2002-12-25,null,null,null,null,null,null
2002-12-26,30.189600,30.846300,29.945299,30.021700,24.169374,15261531
2002-12-27,30.143801,30.357599,29.670401,29.762100,23.960382,7877417
2002-12-30,29.746799,29.930000,29.395599,29.517700,23.763624,8047786
2002-12-31,29.548300,30.204901,29.548300,29.792601,23.984936,10544540
2003-01-01,30.113300,30.418699,29.899500,30.021700,24.169374,10292553
2003-01-02,30.204901,30.999001,30.052200,30.632500,24.661112,27860196
2003-01-03,31.151699,31.594500,30.693600,31.029499,24.980717,30683874
2003-01-06,31.304399,31.457100,30.601900,30.754601,24.759409,9989667
2003-01-07,30.876801,31.548700,30.708799,31.441799,25.312645,20400292
2003-01-08,31.640301,31.838800,31.365400,31.655600,25.484770,14468924
2003-01-09,31.731899,31.838800,30.876801,31.044800,24.993032,8007548
2003-01-10,31.579201,31.823601,30.143801,30.311800,24.402925,14258730
2003-01-13,29.930000,30.220200,29.594101,29.853701,24.034128,6958016
2003-01-14,29.930000,30.143801,29.823099,29.930000,24.095551,4370249
2003-01-15,30.128500,30.403400,29.594101,29.792601,23.984936,6380697
2003-01-16,29.746799,29.914801,29.319201,29.395599,23.665325,4207608
2003-01-17,29.319201,29.319201,28.738899,28.845800,23.222704,5840319
2003-01-20,28.677900,28.906900,27.349300,27.486799,22.128616,11188246
2003-01-21,27.608900,28.021200,26.692699,27.211901,21.907307,10228292
2003-01-22,27.486799,27.960100,27.227200,27.532600,22.165493,8567231
2003-01-23,27.639500,27.639500,26.784300,26.967600,21.710629,5474563
2003-01-24,27.105000,27.166100,25.868099,26.051300,20.972950,6072641
2003-01-27,25.806999,26.112400,23.852400,25.287800,20.358286,8738287
2003-01-28,25.348900,26.875900,24.951900,26.433100,21.280323,28484603
2003-01-29,26.784300,26.784300,23.989799,24.173100,19.460882,40946294
2003-01-30,24.432699,24.890800,24.188400,24.386900,19.633005,12892268
2003-01-31,24.417400,25.623800,24.127300,25.440500,20.481220,13497861
2003-02-03,25.577999,26.173500,25.379400,25.929199,20.874655,8526535
2003-02-04,26.188801,26.295700,25.364201,25.455799,20.493536,5670452
2003-02-05,25.196199,25.318399,24.615900,25.150400,20.247669,5867178
2003-02-06,25.318399,26.219299,24.936600,25.913900,20.862337,6034990
2003-02-07,26.020800,26.860701,25.532200,26.326200,21.194265,13689640
2003-02-10,26.417801,26.509501,25.440500,26.188801,21.083645,8906154
2003-02-11,26.265100,26.616400,26.081900,26.356800,21.218895,11017628
2003-02-12,26.173500,26.219299,25.761200,25.959700,20.899210,2787650
2003-02-13,null,null,null,null,null,null
2003-02-14,25.959700,26.219299,25.654301,26.051300,20.972950,5054748
2003-02-17,26.249901,27.410400,26.249901,27.120300,21.833563,6205650
2003-02-18,27.303499,27.608900,26.051300,26.326200,21.194265,6763329
2003-02-19,26.540001,26.875900,26.295700,26.646900,21.452446,4281610
2003-02-20,26.570499,26.692699,25.776501,26.188801,21.083645,6326609
2003-02-21,26.097200,26.494200,26.020800,26.112400,21.022141,3613636
2003-02-24,26.249901,26.341499,25.730700,25.944500,20.886972,2093521
2003-02-25,25.486300,25.837601,25.348900,25.425301,20.468985,2534972
2003-02-26,25.440500,25.700100,24.646500,24.799200,19.964930,3756887
2003-02-27,24.631201,25.623800,24.493799,25.348900,20.407480,4323118
2003-02-28,25.654301,25.944500,25.455799,25.730700,20.714848,5224138
2003-03-03,26.020800,26.020800,24.646500,24.844999,20.001804,4272950
2003-03-04,25.043501,25.043501,24.402100,24.524300,19.743618,4643218
2003-03-05,24.402100,24.432699,22.829300,23.547001,18.956829,13848555
2003-03-06,23.730200,23.730200,22.630800,22.905600,18.440462,6692218
2003-03-07,22.493299,22.493299,22.080999,22.279600,17.936493,7191251
2003-03-10,22.447500,22.554399,22.142099,22.340599,17.985600,4141345
2003-03-11,22.142099,22.661301,21.500799,22.462799,18.083982,5861714
2003-03-12,22.630800,22.905600,21.897800,22.096300,17.788927,4506470
2003-03-13,22.142099,22.554399,21.775600,22.080999,17.776609,3371933
2003-03-14,null,null,null,null,null,null
2003-03-17,21.989401,21.989401,20.996799,21.546600,17.346380,6558498
2003-03-18,null,null,null,null,null,null
2003-03-19,22.111601,22.264299,21.745100,22.080999,17.776609,3658743
2003-03-20,21.714500,22.737700,21.378599,22.508600,18.120852,5677239
2003-03-21,22.630800,23.882900,22.249001,22.462799,18.083982,9621681
2003-03-24,22.752899,22.752899,21.714500,21.928301,17.653677,2892824
2003-03-25,21.500799,21.760300,21.073200,21.561800,17.358622,6218233
2003-03-26,21.958900,22.218500,21.225901,21.332800,17.174263,4905106
2003-03-27,21.073200,21.225901,20.233299,20.859400,16.793139,8797804
2003-03-28,20.783100,21.012100,20.279100,20.462400,16.473532,5095861
2003-03-31,20.248600,20.248600,18.355000,19.027000,15.317943,8905418
2003-04-01,18.935301,20.431801,18.691000,20.034800,16.129288,12565247
2003-04-02,20.126400,22.676600,20.095900,21.836700,17.579931,10512184
2003-04-03,22.676600,22.875099,21.775600,22.294800,17.948729,10780110
2003-04-04,22.126801,22.554399,21.668699,22.203199,17.874987,7980411
2003-04-07,22.264299,23.134701,22.080999,22.615499,18.206917,8821330
2003-04-08,22.600201,23.180500,21.913099,22.035200,17.739738,9927570
2003-04-09,21.897800,21.989401,21.455000,21.546600,17.346380,4661442
2003-04-10,21.561800,21.653500,19.546101,20.294399,16.338278,9220533
2003-04-11,20.157000,20.889900,19.546101,20.233299,16.289093,5678746
2003-04-14,null,null,null,null,null,null
2003-04-15,20.401300,21.989401,20.401300,21.241199,17.100515,5542377
2003-04-16,21.653500,21.836700,20.996799,21.149500,17.026693,3338391
2003-04-17,20.859400,20.996799,20.340200,20.599800,16.584148,3319210
2003-04-18,null,null,null,null,null,null
2003-04-21,20.767799,21.607700,20.767799,21.287001,17.137390,4572201
2003-04-22,21.241199,22.111601,20.905199,21.256399,17.112751,7439260
2003-04-23,21.622900,21.745100,20.935699,21.164801,17.039001,3840558
2003-04-24,21.134300,21.378599,20.523500,20.752501,16.707083,2908086
2003-04-25,20.599800,21.073200,20.599800,20.767799,16.719397,1961717
2003-04-28,20.584499,22.294800,20.065300,21.363300,17.198816,33889767
2003-04-29,21.882500,22.905600,21.882500,22.065800,17.764372,29932415
2003-04-30,22.355900,23.653900,22.325399,23.409599,18.846214,46530716
2003-05-01,null,null,null,null,null,null
2003-05-02,23.547001,24.234200,23.287399,23.440100,18.870775,30578985
2003-05-05,23.760799,26.188801,23.394300,25.700100,20.690216,50584157
2003-05-06,25.516899,26.158199,24.738100,25.013000,20.137053,24787112
2003-05-07,25.226700,25.562700,24.585400,24.661699,19.854233,11583922
2003-05-08,24.615900,25.165701,23.852400,24.081499,19.387140,15217623
2003-05-09,23.944000,24.234200,22.905600,23.119400,18.612583,17535424
2003-05-12,23.256901,23.592800,22.462799,22.554399,18.157724,8553348
2003-05-13,22.722401,23.791300,22.615499,23.195801,18.674095,15604999
2003-05-14,23.394300,23.882900,22.982000,23.134701,18.624903,11211686
2003-05-15,23.256901,23.669201,22.676600,22.844500,18.391273,12277308
2003-05-16,22.966700,23.821899,22.966700,23.608101,19.006021,13509969
2003-05-19,24.249399,24.646500,23.150000,23.241600,18.710968,17582020
2003-05-20,22.920900,24.127300,22.691900,23.928699,19.264126,9970061
2003-05-21,24.402100,24.661699,23.974600,24.218901,19.497753,14255309
2003-05-22,24.432699,24.646500,23.623400,24.112000,19.411695,8705577
2003-05-23,24.585400,24.585400,23.760799,23.882900,19.227251,10506293
2003-05-26,24.050900,24.173100,23.516500,23.699699,19.079762,8438414
2003-05-27,24.127300,24.432699,23.669201,23.852400,19.202698,10529286
2003-05-28,24.188400,25.013000,23.974600,24.539600,19.755939,22395413
2003-05-29,24.738100,25.806999,24.585400,25.104601,20.210798,30505755
2003-05-30,25.852800,26.387300,25.700100,26.112400,21.022141,17745903
2003-06-02,26.249901,27.334101,26.081900,27.059200,21.784376,13884743
2003-06-03,27.181400,27.486799,25.150400,25.364201,20.419796,20112739
2003-06-04,25.654301,25.883400,24.173100,24.386900,19.633005,24213317
2003-06-05,24.906099,26.463600,24.906099,26.341499,21.206581,45920822
2003-06-06,26.570499,28.632000,26.570499,28.280800,22.767841,52628933
2003-06-09,28.708401,29.013800,27.563101,27.761600,22.349852,17796638
2003-06-10,27.517300,27.944901,26.585800,26.921801,21.673754,20553199
2003-06-11,27.486799,28.464100,26.937000,27.273001,21.956499,20856864
2003-06-12,27.456200,28.341900,27.257700,28.006001,22.546612,16874656
2003-06-13,28.250299,28.632000,27.486799,27.685301,22.288427,22695035
2003-06-16,27.792200,27.944901,27.257700,27.547800,22.177732,10977096
2003-06-17,27.868500,28.097601,26.952299,27.089701,21.808931,14169656
2003-06-18,27.288200,27.486799,26.326200,26.494200,21.329515,14036965
2003-06-19,26.570499,27.303499,26.402599,26.723200,21.513876,18093503
2003-06-20,26.646900,26.967600,25.394699,25.486300,20.518093,16994607
2003-06-23,25.684900,26.616400,25.684900,26.417801,21.268005,22908952
2003-06-24,26.234600,26.433100,25.654301,25.791700,20.763956,10036748
2003-06-25,26.081900,26.570499,25.959700,26.417801,21.268005,8627465
2003-06-26,26.677401,27.929600,26.677401,27.761600,22.349852,24264294
2003-06-27,28.112900,28.341900,27.105000,27.334101,22.005686,16129851
2003-06-30,27.639500,27.639500,26.845400,26.937000,21.685997,8107866
2003-07-01,27.150801,27.853300,26.906500,27.471500,22.116302,13516750
2003-07-02,27.563101,28.952700,27.563101,28.754200,23.148960,24976160
2003-07-03,29.319201,29.899500,28.738899,28.861099,23.235020,22795360
2003-07-04,28.983299,29.548300,28.189199,29.349800,23.628454,14410887
2003-07-07,29.090200,29.930000,28.983299,29.120701,23.444014,9017258
2003-07-08,29.624599,30.601900,28.906900,30.281200,24.378292,25765048
2003-07-09,30.418699,30.892099,29.777300,30.220200,24.329180,18471465
2003-07-10,31.151699,32.037300,30.479799,30.663000,24.685665,14497063
2003-07-11,30.678301,32.083199,30.311800,31.823601,25.620020,17704781
2003-07-14,32.067902,36.236698,31.792999,35.488499,28.570494,44605400
2003-07-15,35.122002,35.625900,33.824001,34.633301,27.882010,31014762
2003-07-16,34.205700,35.671700,34.083599,35.412102,28.508991,15623018
2003-07-17,35.320499,35.656399,32.419102,33.060501,26.615801,12328486
2003-07-18,32.373299,33.747601,31.792999,33.121601,26.664995,17886131
2003-07-21,33.717098,33.732399,32.770302,33.106300,26.652676,9344102
2003-07-22,32.999401,34.862400,32.678699,34.221001,27.550083,17875159
2003-07-23,35.305199,36.954399,35.305199,36.419998,29.320414,34673069
2003-07-24,36.740601,37.717899,35.503700,35.824402,28.840925,37779378
2003-07-25,36.038200,36.038200,34.205700,35.366299,28.472118,17953703
2003-07-28,35.931301,36.618500,35.335800,36.084000,29.049915,13313747
2003-07-29,36.587898,36.587898,34.770699,35.320499,28.435247,13743309
2003-07-30,35.503700,36.328300,34.297401,36.053501,29.025360,22542872
2003-07-31,36.175598,37.840099,35.488499,37.061298,29.836702,22810389
2003-08-01,37.214001,37.717899,36.129799,36.313099,29.234354,10692742
2003-08-04,36.038200,36.038200,34.740200,34.908199,28.103315,10658365
2003-08-05,35.152500,36.145100,34.511200,34.709702,27.943520,13453821
2003-08-06,33.717098,35.656399,33.228401,35.290001,28.410694,29514257
2003-08-07,35.351002,35.885502,34.831799,35.076199,28.238564,10065683
2003-08-08,35.290001,35.793900,35.122002,35.244099,28.373737,9140503
2003-08-11,35.305199,35.625900,34.877701,35.228901,28.361502,6403490
2003-08-12,35.351002,37.015499,35.076199,36.633801,29.492537,24697681
2003-08-13,36.648998,37.015499,35.854900,36.542099,29.418709,13518030
2003-08-14,36.710098,36.801701,35.732800,35.931301,28.926985,6545860
2003-08-15,null,null,null,null,null,null
2003-08-18,35.977100,36.160400,34.816601,35.183102,28.324633,4881679
2003-08-19,35.366299,35.854900,33.701801,34.221001,27.550083,7873118
2003-08-20,34.877701,35.580101,34.205700,34.327900,27.636143,6597247
2003-08-21,34.602798,35.854900,34.602798,35.457901,28.545862,10225777
2003-08-22,35.854900,36.190899,35.122002,35.412102,28.508991,9904902
2003-08-25,35.595402,35.732800,28.922199,32.251099,25.964182,24947147
2003-08-26,32.373299,34.190498,32.113701,32.312199,26.013374,21210849
2003-08-27,32.846699,33.594898,32.159500,32.358002,26.050247,10387947
2003-08-28,33.289501,33.717098,31.762501,32.083199,25.829016,11290545
2003-08-29,32.984100,32.984100,31.029499,31.457100,25.324968,23004519
2003-09-01,32.067902,32.831402,31.762501,32.189999,25.914995,10196882
2003-09-02,32.556499,34.251598,32.235901,33.701801,27.132093,28013597
2003-09-03,34.282101,34.648602,32.709301,32.984100,26.554296,13275385
2003-09-04,33.320099,34.740200,33.320099,33.747601,27.168962,21319913
2003-09-05,34.205700,35.580101,33.793400,35.106701,28.263128,16786522
2003-09-08,35.442600,36.038200,34.159901,34.282101,27.599264,11599213
2003-09-09,34.724899,35.213600,33.610199,34.037800,27.402590,10025969
2003-09-10,33.915600,34.190498,32.678699,33.152100,26.689543,13700491
2003-09-11,32.770302,33.503300,31.609800,31.808300,25.607702,16737309
2003-09-12,31.915199,32.678699,31.625000,31.747200,25.558510,10914311
2003-09-15,31.792999,32.373299,31.151699,31.365400,25.251139,9352963
2003-09-16,31.457100,31.762501,30.769899,31.258600,25.165159,8608884
2003-09-17,31.762501,32.403801,31.304399,31.716700,25.533958,10869584
2003-09-18,32.022099,32.831402,31.457100,31.563999,25.411026,11735932
2003-09-19,32.037300,32.037300,30.556101,31.014200,24.968399,13146783
2003-09-22,31.441799,32.052601,31.151699,31.441799,25.769638,7271979
2003-09-23,31.457100,32.984100,31.273800,32.648201,26.758402,10599418
2003-09-24,33.136799,35.351002,31.838800,34.862400,28.573164,18221685
2003-09-25,34.541698,35.427399,33.992001,34.663898,28.410465,14061224
2003-09-26,34.511200,35.870201,34.511200,34.862400,28.573164,11871645
2003-09-29,35.030300,35.702301,34.831799,35.412102,29.023691,9972173
2003-09-30,35.671700,38.313499,35.595402,37.702702,30.901066,33618439
2003-10-01,37.870701,39.000702,36.847500,37.977501,31.126282,24319574
2003-10-02,null,null,null,null,null,null
2003-10-03,38.344002,42.146400,38.344002,41.260700,33.817192,38150618
2003-10-06,41.566101,42.360199,40.359699,40.527699,33.216431,16593056
2003-10-07,40.741501,41.932598,39.703098,40.039101,32.815975,19249620
2003-10-08,40.237598,40.604099,39.031200,39.596199,32.452965,12252938
2003-10-09,39.428200,41.230099,38.909000,40.939999,33.554348,9836204
2003-10-10,41.367599,41.810398,39.504601,40.008499,32.790882,9183848
2003-10-13,40.619301,41.046902,39.611500,40.726200,33.379112,7586224
2003-10-14,41.077400,42.451801,39.550400,40.069599,32.840969,18431018
2003-10-15,40.420799,41.810398,40.069599,41.321800,33.867275,11234060
2003-10-16,41.841000,43.826099,41.535500,42.207500,34.593189,21876666
2003-10-17,42.512901,43.948299,42.131100,42.772499,35.056263,21321141
2003-10-20,42.757198,45.261501,42.207500,43.261101,35.456718,33361442
2003-10-21,43.230598,43.917702,41.535500,42.054699,34.467953,15173846
2003-10-22,42.176899,43.276402,41.841000,42.558701,34.881031,8737665
2003-10-23,43.032101,43.032101,40.970600,41.367599,33.904804,9840280
2003-10-24,41.535500,43.490200,41.535500,43.200001,35.406639,9675183
2003-10-27,43.642899,43.642899,42.161598,42.619801,34.931110,7419139
2003-10-28,42.757198,42.757198,41.902000,42.482300,34.818413,5071644
2003-10-29,42.604500,42.757198,41.749298,42.665600,34.968651,5529640
2003-10-30,42.757198,42.818298,42.299099,42.650299,34.956104,3893481
2003-10-31,42.650299,42.650299,41.688301,41.886799,34.330338,3558664
2003-11-03,42.314301,43.948299,41.764599,42.192200,34.580647,8009441
2003-11-04,42.757198,44.039902,42.543400,43.734501,35.844715,10397734
2003-11-05,44.299500,45.780701,43.856701,44.513302,36.483021,16472035
2003-11-06,44.834000,46.391499,44.452202,44.910301,36.808395,14665883
2003-11-07,44.757599,45.398998,43.062599,43.291599,35.481709,5518802
2003-11-10,43.520699,43.887199,41.230099,43.490200,35.644482,7108342
2003-11-11,43.642899,44.131500,42.344898,42.848801,35.118790,4351199
2003-11-12,43.368000,44.223099,42.986198,43.444401,35.606941,6968952
2003-11-13,43.734501,44.223099,42.650299,42.940399,35.193871,5254884
2003-11-14,43.062599,43.276402,40.466599,41.077400,33.666958,6783047
2003-11-17,40.741501,41.520302,40.542999,41.199600,33.767113,6937535
2003-11-18,41.841000,42.818298,41.627201,41.856201,34.305264,7090615
2003-11-19,41.413399,41.673000,39.321301,39.718399,32.553123,8041997
2003-11-20,40.283401,40.619301,37.595798,37.855400,31.026217,6678567
2003-11-21,38.115002,38.313499,36.740601,37.977501,31.126282,6485678
2003-11-24,38.450901,38.710499,37.641602,38.023300,31.163826,4118353
2003-11-25,38.206600,38.298199,36.771198,36.985001,30.312838,7843112
2003-11-26,null,null,null,null,null,null
2003-11-27,37.259800,40.680401,37.259800,40.329201,33.053738,18676944
2003-11-28,40.497200,40.558300,39.092300,39.657299,32.503052,9827363
2003-12-01,39.932201,40.558300,39.580898,40.405499,33.116268,6782886
2003-12-02,40.771999,41.169102,40.023800,40.512402,33.203896,10839758
2003-12-03,40.619301,41.749298,40.313900,41.337002,33.879726,9278109
2003-12-04,41.214901,41.657700,40.161201,40.741501,33.391655,14182311
2003-12-05,40.771999,40.909500,39.641998,39.840500,32.653198,9506223
2003-12-08,39.962700,40.375000,39.397701,39.993198,32.778343,6472522
2003-12-09,40.771999,43.337502,40.558300,42.986198,35.231407,18372195
2003-12-10,43.139000,44.528599,42.818298,43.459599,35.619396,16298703
2003-12-11,43.719200,44.207901,41.993698,42.421200,34.768345,6816972
2003-12-12,42.909901,43.001499,41.871498,42.268501,34.643181,3616566
2003-12-15,42.971001,43.978802,42.604500,43.780300,35.882256,5918150
2003-12-16,43.734501,44.742298,43.093102,44.009399,36.070026,12018373
2003-12-17,44.345299,44.360600,43.245800,43.566502,35.707020,6146244
2003-12-18,43.673401,45.337898,43.230598,45.017200,36.896011,8182281
2003-12-19,45.353199,48.071301,45.353199,47.338299,38.798382,19187375
2003-12-22,47.643700,47.888100,46.193001,46.483200,38.097546,5772875
2003-12-23,46.941299,48.834801,46.910702,48.376701,39.649452,13109790
2003-12-24,48.407200,48.560001,46.452599,46.712200,38.285236,7158898
2003-12-25,null,null,null,null,null,null
2003-12-26,47.002399,47.933899,46.803799,47.323002,38.785839,4363068
2003-12-29,47.704800,48.315601,46.773300,47.078701,38.585617,5569944
2003-12-30,47.643700,48.239300,46.132000,46.880199,38.422932,5152369
2003-12-31,47.399399,47.475700,45.505901,45.811298,37.546852,7440000
2004-01-01,46.254101,46.559502,45.964001,46.254101,37.909779,4493104
2004-01-02,46.727501,50.911598,46.422100,48.529400,39.774597,31155704
